Active?,Calculation4,Country,Dt Customer,Education,ID,Marital Status,Num Web Visits Month,Year Birth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Calculation1,Calculation2,Camp 1 %,Camp 2 %,Camp 3%,Camp 4 %,CAmp 5 %,color,Complain,F1,Income,Kidhome,Mnt Fish Products,Mnt Fruits,Mnt Gold Prods,Mnt Meat Products,Mnt Sweet Products,Mnt Wines,Num Catalog Purchases,Num Deals Purchases,Num Store Purchases,Num Web Purchases,Recency,Response,Teenhome
Semi  Active,okay,India,09-01-2013,Bachelor's Degree,9553,Married,6,1987,0,0,0,0,0,6.407625286e-05,1,0,0,0,0,0,col,0,2128,7500,0,4,2,5,3,1,0,0,1,3,0,94,0,0
Semi  Active,okay,India,29-11-2012,Bachelor's Degree,528,Married,3,1978,0,0,0,0,0,0.000562325,1,0,0,0,0,0,col,0,2238,65819,0,149,38,63,701,165,267,4,1,10,5,99,0,0
Semi  Active,okay,Saudi Arabia,21-06-2013,Bachelor's Degree,8175,Married,7,1992,0,0,0,0,0,0.000298467,1,0,0,0,0,0,col,0,1603,34935,0,3,4,20,66,10,34,1,1,4,2,71,0,0
Semi  Active,okay,Saudi Arabia,14-02-2013,Bachelor's Degree,5185,Married,2,1955,0,0,0,0,0,0.000634509,1,0,0,0,0,0,col,0,1886,74268,0,97,66,41,315,174,199,3,1,5,4,83,0,0
Semi  Active,okay,Saudi Arabia,06-02-2013,Bachelor's Degree,8624,Married,2,1958,0,0,0,0,0,0.000694757,1,0,0,0,0,0,col,0,1392,81320,0,59,33,57,493,103,183,3,1,10,4,61,0,0
Semi  Active,okay,Saudi Arabia,11-05-2013,Bachelor's Degree,9308,Married,1,1954,0,0,0,0,0,0.000536703,1,0,0,0,0,0,col,0,1159,62820,0,138,61,53,265,61,398,4,1,6,3,51,0,0
Semi  Active,okay,Saudi Arabia,04-05-2013,Bachelor's Degree,0,Married,1,1985,0,0,0,0,0,0.000606170,1,0,0,0,0,0,col,0,1503,70951,0,254,10,54,554,87,239,4,1,9,3,66,0,0
Semi  Active,okay,Saudi Arabia,14-11-2013,Bachelor's Degree,2075,Married,1,1969,0,0,0,0,0,0.000619062,1,0,0,0,0,0,col,0,1278,72460,0,80,10,10,540,30,377,5,1,7,3,56,0,0
Semi  Active,okay,Saudi Arabia,14-01-2014,Bachelor's Degree,10925,Married,1,1983,0,0,0,0,0,0.000654688,1,0,0,0,0,0,col,0,2093,76630,0,40,31,175,446,56,255,10,1,11,3,93,0,0
Semi  Active,okay,Spain,31-12-2012,Bachelor's Degree,2431,Married,8,1990,0,0,0,0,0,0.000155680,1,0,0,0,0,0,col,0,1583,18222,0,12,4,14,19,6,12,0,1,3,2,70,0,0
Semi  Active,okay,Spain,18-04-2014,Bachelor's Degree,7937,Married,7,1982,0,0,0,0,0,0.000211118,1,0,0,0,0,0,col,0,1933,24711,0,6,7,7,25,3,10,0,1,3,3,86,0,0
Semi  Active,okay,Spain,28-12-2012,Bachelor's Degree,10826,Married,8,1959,0,0,0,0,0,0.000159678,1,0,0,0,0,0,col,0,1745,18690,0,23,1,19,7,4,6,1,1,2,1,77,0,0
Semi  Active,okay,Spain,28-12-2012,Bachelor's Degree,10304,Married,8,1959,0,0,0,0,0,0.000159678,1,0,0,0,0,0,col,0,1747,18690,0,23,1,19,7,4,6,1,1,2,1,77,0,0
Semi  Active,okay,Spain,21-06-2013,Bachelor's Degree,3386,Married,7,1992,0,0,0,0,0,0.000298467,1,0,0,0,0,0,col,0,1602,34935,0,3,4,20,66,10,34,1,1,4,2,71,0,0
Lapsed,okay,Spain,16-08-2013,Bachelor's Degree,9214,Married,5,1991,0,0,0,0,0,0.000364731,1,0,0,0,0,0,col,0,1075,42691,0,38,2,58,64,17,179,1,1,6,5,48,0,0
Semi  Active,okay,Spain,18-04-2013,Bachelor's Degree,9460,Married,8,1963,0,0,0,0,0,0.000191537,1,0,0,0,0,0,col,0,1681,22419,0,19,3,42,47,21,30,2,1,2,3,74,0,0
Semi  Active,okay,Spain,30-12-2012,Bachelor's Degree,378,Married,6,1971,0,0,0,0,0,0.000448799,1,0,0,0,0,0,col,0,1547,52531,0,51,112,125,151,72,283,2,2,10,7,68,0,0
Lapsed,okay,Spain,23-06-2013,Bachelor's Degree,2181,Married,2,1970,0,0,0,0,0,0.000603316,1,0,0,0,0,0,col,0,1002,70617,0,40,61,27,753,46,353,3,1,7,3,45,0,0
Semi  Active,okay,Spain,11-05-2013,Bachelor's Degree,544,Married,1,1954,0,0,0,0,0,0.000536703,1,0,0,0,0,0,col,0,1160,62820,0,138,61,53,265,61,398,4,1,6,3,51,0,0
Semi  Active,okay,Spain,29-05-2013,Bachelor's Degree,10486,Married,2,1948,0,0,0,0,0,0.000659063,1,0,0,0,0,0,col,0,1237,77142,0,29,75,97,162,151,476,4,1,8,4,54,0,0
Semi  Active,okay,Spain,14-10-2012,Bachelor's Degree,9645,Married,6,1968,0,0,0,0,0,0.000551825,1,0,0,0,0,0,col,0,2215,64590,0,36,138,30,168,46,920,4,1,10,9,98,0,0
Semi  Active,okay,Spain,25-04-2014,Bachelor's Degree,10413,Married,1,1984,0,0,0,0,0,0.000620002,1,0,0,0,0,0,col,0,1511,72570,0,151,83,224,216,141,274,6,1,12,4,67,0,0
Lapsed,okay,Spain,05-07-2013,Bachelor's Degree,7214,Married,3,1957,0,0,0,0,0,0.000531295,1,0,0,0,0,0,col,0,1107,62187,0,45,0,126,275,45,792,8,1,5,4,49,0,0
Semi  Active,okay,Spain,17-05-2013,Bachelor's Degree,5125,Married,2,1960,0,0,0,0,0,0.000679465,1,0,0,0,0,0,col,0,1450,79530,0,129,0,29,815,42,333,10,1,11,4,64,0,0
Semi  Active,okay,Spain,26-10-2012,Bachelor's Degree,9292,Married,2,1952,0,0,0,0,0,0.000698816,1,0,0,0,0,0,col,0,1687,81795,0,27,132,88,693,118,324,11,1,7,4,74,0,0
Semi  Active,okay,Australia,28-06-2014,Bachelor's Degree,1371,Single,1,1976,0,0,0,0,0,0.000682976,1,0,0,0,0,0,col,0,1616,79941,0,227,164,174,266,30,123,4,1,9,2,72,0,0
Semi  Active,okay,Canada,24-11-2012,Bachelor's Degree,7462,Single,9,1954,0,0,0,0,0,0.000192289,1,0,0,0,0,0,col,0,1526,22507,0,51,0,68,226,157,68,2,3,4,10,67,0,0
Semi  Active,okay,Canada,10-09-2012,Bachelor's Degree,8560,Single,6,1992,0,0,0,0,0,0.000416829,1,0,0,0,0,0,col,0,2132,48789,0,7,16,145,156,5,351,4,1,7,6,94,0,0
Semi  Active,okay,Canada,20-08-2013,Bachelor's Degree,2730,Single,1,1955,0,0,0,0,0,0.000686188,1,0,0,0,0,0,col,0,1445,80317,0,149,11,57,387,91,536,4,1,10,3,64,0,0
Semi  Active,okay,Germany,04-03-2013,Bachelor's Degree,1362,Single,7,1972,0,0,0,0,0,0.000272597,1,0,0,0,0,0,col,0,1702,31907,0,175,87,74,64,16,33,1,1,6,6,75,0,0
Semi  Active,okay,Germany,22-05-2014,Bachelor's Degree,4508,Single,1,1952,0,0,0,0,0,0.000641848,1,0,0,0,0,0,col,0,2060,75127,0,46,35,227,305,17,203,11,1,5,2,92,0,0
Semi  Active,okay,India,17-08-2012,Bachelor's Degree,8080,Single,4,1986,0,0,0,0,0,0.000229103,1,0,0,0,0,0,col,0,1142,26816,0,3,1,3,6,4,5,0,1,3,0,50,0,0
Lapsed,okay,India,02-11-2013,Bachelor's Degree,6637,Single,1,1988,0,0,0,0,0,0.000571996,1,0,0,0,0,0,col,0,1022,66951,0,173,162,124,305,76,277,4,1,7,3,46,0,0
Lapsed,okay,Saudi Arabia,12-01-2013,Bachelor's Degree,7119,Single,1,1982,0,0,0,0,0,0.000586315,1,0,0,0,0,0,col,0,1010,68627,0,60,15,38,263,54,395,3,1,6,2,45,0,0
Semi  Active,okay,Saudi Arabia,04-05-2014,Bachelor's Degree,10037,Single,2,1993,0,0,0,0,0,0.000634722,1,0,0,0,0,0,col,0,1495,74293,0,93,152,81,335,91,375,4,1,6,5,66,0,0
Semi  Active,okay,Saudi Arabia,09-12-2013,Bachelor's Degree,10424,Single,1,1968,0,0,0,0,0,0.000648640,1,0,0,0,0,0,col,0,1360,75922,0,224,138,92,553,23,265,4,1,9,4,60,0,0
Semi  Active,okay,Saudi Arabia,09-04-2014,Bachelor's Degree,11074,Single,0,1977,0,0,0,0,0,0.000726813,1,0,0,0,0,0,col,0,2112,85072,0,194,92,241,391,11,494,4,1,10,3,94,0,0
Semi  Active,okay,Saudi Arabia,10-08-2012,Bachelor's Degree,6729,Single,3,1988,0,0,0,0,0,0.000586554,1,0,0,0,0,0,col,0,2155,68655,0,75,19,38,832,118,456,5,1,11,4,95,0,0
Semi  Active,okay,Saudi Arabia,17-04-2013,Bachelor's Degree,4483,Single,1,1993,0,0,0,0,0,0.000618156,1,0,0,0,0,0,col,0,1518,72354,0,220,26,182,473,12,315,10,1,6,2,67,0,0
Semi  Active,okay,Saudi Arabia,22-05-2014,Bachelor's Degree,4843,Single,1,1952,0,0,0,0,0,0.000641848,1,0,0,0,0,0,col,0,2061,75127,0,46,35,227,305,17,203,11,1,5,2,92,0,0
Semi  Active,okay,Spain,26-03-2014,Bachelor's Degree,5184,Single,6,1995,0,0,0,0,0,0.000297519,1,0,0,0,0,0,col,0,1468,34824,0,2,2,4,11,0,4,0,1,2,1,65,0,0
Semi  Active,okay,Spain,18-09-2012,Bachelor's Degree,10749,Single,19,1991,0,0,0,0,0,6.858722106e-05,1,0,0,0,0,0,col,0,1416,8028,0,7,18,2,66,12,73,1,15,0,0,62,0,0
Semi  Active,okay,Spain,14-07-2013,Bachelor's Degree,6941,Single,7,1971,0,0,0,0,0,0.000270248,1,0,0,0,0,0,col,0,2070,31632,0,11,8,32,12,15,17,1,1,2,2,92,0,0
Semi  Active,okay,Spain,29-08-2012,Bachelor's Degree,9503,Single,8,1980,0,0,0,0,0,0.000239825,1,0,0,0,0,0,col,0,1492,28071,0,41,33,44,130,26,39,1,2,5,5,65,0,0
Semi  Active,okay,Spain,26-05-2014,Bachelor's Degree,1743,Single,1,1974,0,0,0,0,0,0.000595644,1,0,0,0,0,0,col,0,2226,69719,0,177,86,43,208,14,273,3,1,5,2,99,0,0
Semi  Active,okay,Spain,17-03-2014,Bachelor's Degree,3535,Single,2,1965,0,0,0,0,0,0.000566383,1,0,0,0,0,0,col,0,1532,66294,0,65,108,117,334,92,251,3,1,5,4,68,0,0
Semi  Active,okay,Spain,04-05-2014,Bachelor's Degree,2669,Single,2,1993,0,0,0,0,0,0.000634722,1,0,0,0,0,0,col,0,1494,74293,0,93,152,81,335,91,375,4,1,6,5,66,0,0
Semi  Active,okay,Spain,22-01-2014,Bachelor's Degree,2410,Single,1,1969,0,0,0,0,0,0.000697637,1,0,0,0,0,0,col,0,1555,81657,0,158,40,50,425,60,364,4,1,8,3,69,0,0
Semi  Active,okay,Spain,17-09-2013,Bachelor's Degree,7972,Single,1,1955,0,0,0,0,0,0.000622872,1,0,0,0,0,0,col,0,1783,72906,0,71,32,54,519,75,400,4,1,9,3,79,0,0
Semi  Active,okay,Spain,12-05-2014,Bachelor's Degree,3434,Single,1,1951,0,0,0,0,0,0.000690930,1,0,0,0,0,0,col,0,1356,80872,0,94,72,108,567,12,483,4,1,10,4,60,0,0
Semi  Active,okay,Spain,10-08-2012,Bachelor's Degree,10172,Single,3,1988,0,0,0,0,0,0.000586554,1,0,0,0,0,0,col,0,2154,68655,0,75,19,38,832,118,456,5,1,11,4,95,0,0
Semi  Active,okay,Spain,05-10-2012,Bachelor's Degree,7290,Single,2,1985,0,0,0,0,0,0.000603137,1,0,0,0,0,0,col,0,1551,70596,0,17,44,26,534,0,347,5,1,12,3,68,0,0
Semi  Active,okay,Spain,05-10-2012,Bachelor's Degree,8895,Single,2,1985,0,0,0,0,0,0.000603137,1,0,0,0,0,0,col,0,1552,70596,0,17,44,26,534,0,347,5,1,12,3,68,0,0
Semi  Active,okay,Spain,16-06-2013,Bachelor's Degree,3179,Single,2,1980,0,0,0,0,0,0.000698354,1,0,0,0,0,0,col,0,1700,81741,0,58,153,38,940,134,249,6,0,7,6,75,0,0
Semi  Active,okay,Spain,27-11-2012,Bachelor's Degree,4507,Single,3,1952,0,0,0,0,0,0.000617080,1,0,0,0,0,0,col,0,1978,72228,0,30,28,56,491,14,631,7,1,8,6,87,0,0
Semi  Active,okay,Spain,19-07-2013,Bachelor's Degree,6071,Single,1,1989,0,0,0,0,0,0.000693877,1,0,0,0,0,0,col,0,1735,81217,0,146,70,84,324,40,493,7,1,11,3,77,0,0
Semi  Active,okay,Spain,19-07-2013,Bachelor's Degree,295,Single,1,1989,0,0,0,0,0,0.000693877,1,0,0,0,0,0,col,0,1736,81217,0,146,70,84,324,40,493,7,1,11,3,77,0,0
Semi  Active,okay,Spain,29-07-2013,Bachelor's Degree,5147,Single,1,1948,0,0,0,0,0,0.000776109,1,0,0,0,0,0,col,0,1310,90842,0,182,70,93,118,187,774,9,1,13,4,57,0,0
Semi  Active,okay,Spain,04-06-2013,Bachelor's Degree,6945,Single,5,1952,0,0,0,0,0,0.000722558,1,0,0,0,0,0,col,0,1628,84574,0,38,20,163,713,54,387,11,1,11,9,72,0,0
Semi  Active,okay,USA,26-03-2014,Bachelor's Degree,8315,Single,6,1995,0,0,0,0,0,0.000297519,1,0,0,0,0,0,col,0,1467,34824,0,2,2,4,11,0,4,0,1,2,1,65,0,0
Semi  Active,okay,USA,19-03-2013,Bachelor's Degree,6673,Single,8,1965,0,0,0,0,0,0.000200584,1,0,0,0,0,0,col,0,1163,23478,0,12,6,39,27,17,28,0,1,3,3,51,0,0
Semi  Active,okay,USA,02-01-2013,Bachelor's Degree,7892,Single,7,1969,0,0,0,0,0,0.000158815,1,0,0,0,0,0,col,0,2018,18589,0,15,4,13,25,12,6,1,2,3,2,89,0,0
Semi  Active,okay,USA,02-01-2014,Bachelor's Degree,9937,Single,1,1979,0,0,0,0,0,0.000600924,1,0,0,0,0,0,col,0,1691,70337,0,25,81,91,149,43,187,2,1,12,2,75,0,0
Semi  Active,okay,USA,25-08-2013,Bachelor's Degree,143,Single,2,1970,0,0,0,0,0,0.000522939,1,0,0,0,0,0,col,0,1650,61209,0,119,0,99,224,49,466,3,1,4,5,73,0,0
Lapsed,okay,USA,03-11-2013,Bachelor's Degree,10888,Single,6,1961,0,0,0,0,0,0.000392471,1,0,0,0,0,0,col,0,1021,45938,0,62,11,29,178,83,273,4,2,6,8,46,0,0
Semi  Active,okay,USA,02-05-2013,Bachelor's Degree,5631,Single,4,1991,0,0,0,0,0,0.000425184,1,0,0,0,0,0,col,0,2075,49767,0,55,47,149,197,42,202,4,1,8,5,92,0,0
Semi  Active,okay,USA,29-12-2013,Bachelor's Degree,1065,Single,2,1963,0,0,0,0,0,0.000689418,1,0,0,0,0,0,col,0,1921,80695,0,193,129,18,984,37,557,8,1,5,5,85,0,0
Semi  Active,okay,Australia,02-05-2014,Bachelor's Degree,2963,Together,3,1979,0,0,0,0,0,0.000645094,1,0,0,0,0,0,col,0,1270,75507,0,104,93,80,374,80,709,6,1,6,8,56,0,0
Lapsed,okay,Australia,30-09-2013,Bachelor's Degree,7428,Together,1,1975,0,0,0,0,0,0.000684710,1,0,0,0,0,0,col,0,1055,80144,0,250,132,108,445,192,240,7,1,8,3,47,0,0
Semi  Active,okay,Canada,02-03-2013,Bachelor's Degree,3749,Together,3,1973,0,0,0,0,0,0.000631587,1,0,0,0,0,0,col,0,1240,73926,0,159,91,15,597,91,627,5,1,12,6,54,0,0
Semi  Active,okay,Germany,02-05-2014,Bachelor's Degree,7723,Together,3,1979,0,0,0,0,0,0.000645094,1,0,0,0,0,0,col,0,1269,75507,0,104,93,80,374,80,709,6,1,6,8,56,0,0
Semi  Active,okay,Saudi Arabia,24-10-2013,Bachelor's Degree,1628,Together,4,1971,0,0,0,0,0,0.000613389,1,0,0,0,0,0,col,0,1229,71796,0,167,21,32,311,75,354,3,1,4,9,54,0,0
Semi  Active,okay,Saudi Arabia,14-07-2013,Bachelor's Degree,6445,Together,2,1967,0,0,0,0,0,0.000570919,1,0,0,0,0,0,col,0,1651,66825,0,29,101,40,405,40,243,5,1,6,4,73,0,0
Semi  Active,okay,Spain,20-08-2013,Bachelor's Degree,4179,Together,4,1959,0,0,0,0,0,0.000206932,1,0,0,0,0,0,col,0,2120,24221,0,2,9,22,9,5,8,1,1,3,1,94,0,0
Semi  Active,okay,Spain,28-05-2013,Bachelor's Degree,8562,Together,2,1969,0,0,0,0,0,0.000462759,1,0,0,0,0,0,col,0,1629,54165,0,15,4,11,73,6,127,1,1,7,2,72,0,0
Semi  Active,okay,Spain,05-12-2012,Bachelor's Degree,1077,Together,4,1974,0,0,0,0,0,0.000484545,1,0,0,0,0,0,col,0,1189,56715,0,237,105,9,239,172,258,3,1,4,7,52,0,0
Semi  Active,okay,Spain,22-08-2012,Bachelor's Degree,6905,Together,2,1994,0,0,0,0,0,0.000689332,1,0,0,0,0,0,col,0,1263,80685,0,34,45,54,604,26,241,4,1,10,6,55,0,0
Semi  Active,okay,Spain,05-09-2013,Bachelor's Degree,1964,Together,2,1951,0,0,0,0,0,0.000739953,1,0,0,0,0,0,col,0,1502,86610,0,33,107,53,768,196,446,6,1,6,5,66,0,0
Semi  Active,okay,Spain,24-08-2013,Bachelor's Degree,6203,Together,3,1947,0,0,0,0,0,0.000636363,1,0,0,0,0,0,col,0,1335,74485,0,173,149,49,815,49,499,7,1,12,6,58,0,0
Semi  Active,okay,Spain,31-03-2013,Bachelor's Degree,11013,Together,1,1987,0,0,0,0,0,0.000577583,1,0,0,0,0,0,col,0,1906,67605,0,184,28,54,282,54,336,8,1,6,2,84,0,0
Semi  Active,okay,USA,19-12-2013,Bachelor's Degree,6327,Together,1,1967,0,0,0,0,0,0.000561966,1,0,0,0,0,0,col,0,1965,65777,0,28,32,54,435,32,565,8,1,6,2,87,0,0
Semi  Active,okay,Spain,06-02-2013,Bachelor's Degree,10868,Widow,3,1951,0,0,0,0,0,0.000604811,1,0,0,0,0,0,col,0,1865,70792,0,104,45,114,654,11,344,4,2,10,3,82,0,0
Semi  Active,okay,Spain,05-11-2013,Bachelor's Degree,819,Widow,3,1945,0,0,0,0,0,0.000540675,1,0,0,0,0,0,col,0,1901,63285,0,50,124,134,249,38,508,5,1,13,6,84,0,0
Semi  Active,okay,Spain,22-09-2013,Bachelor's Degree,7851,Widow,1,1949,0,0,0,0,0,0.000599455,1,0,0,0,0,0,col,0,1363,70165,0,199,0,122,253,191,161,7,1,11,3,60,0,0
Lapsed,okay,Canada,10-01-2014,Master,4369,Absurd,2,1957,0,0,0,0,0,0.000559488,1,0,0,0,0,0,col,0,1068,65487,0,199,67,163,500,0,240,5,3,6,3,48,0,0
Semi  Active,okay,Canada,22-12-2012,Master,1544,Divorced,2,1967,0,0,0,0,0,0.000695270,1,0,0,0,0,0,col,0,1168,81380,0,224,68,103,689,68,741,2,1,10,4,51,0,0
Semi  Active,okay,Saudi Arabia,13-06-2013,Master,4697,Divorced,8,1949,0,0,0,0,0,0.000302577,1,0,0,0,0,0,col,0,1405,35416,0,4,3,51,81,3,248,1,3,5,7,62,0,0
Semi  Active,okay,Spain,06-07-2013,Master,6349,Divorced,5,1987,0,0,0,0,0,0.000527877,1,0,0,0,0,0,col,0,1601,61787,0,78,73,85,414,48,621,4,1,6,8,71,0,0
Semi  Active,okay,Canada,21-06-2014,Master,4050,Married,3,1966,0,0,0,0,0,0.000423800,1,0,0,0,0,0,col,0,1465,49605,0,12,16,8,29,20,42,1,1,4,2,65,0,0
Semi  Active,okay,India,13-05-2014,Master,6999,Married,3,1980,0,0,0,0,0,0.000595149,1,0,0,0,0,0,col,0,1795,69661,0,32,16,8,106,16,656,3,1,12,7,80,0,0
Semi  Active,okay,Spain,15-04-2013,Master,5123,Married,7,1951,0,0,0,0,0,0.000234519,1,0,0,0,0,0,col,0,1320,27450,0,8,12,52,23,11,37,1,1,3,2,57,0,0
Semi  Active,okay,Spain,19-04-2014,Master,10634,Married,3,1951,0,0,0,0,0,0.000507586,1,0,0,0,0,0,col,0,1271,59412,0,30,67,11,165,43,90,2,1,8,4,56,0,0
Semi  Active,okay,Spain,18-03-2014,Master,5896,Married,2,1987,0,0,0,0,0,0.000627050,1,0,0,0,0,0,col,0,2113,73395,0,20,7,11,80,7,272,4,1,6,4,94,0,0
Semi  Active,okay,Spain,08-06-2014,Master,713,Married,3,1977,0,0,0,0,0,0.000430191,1,0,0,0,0,0,col,0,1618,50353,0,67,15,35,153,31,141,4,1,6,4,72,0,0
Semi  Active,okay,Spain,23-05-2013,Master,4687,Married,1,1958,0,0,0,0,0,0.000689794,1,0,0,0,0,0,col,0,2074,80739,0,39,92,92,736,0,674,11,1,9,3,92,0,0
Semi  Active,okay,Canada,28-10-2013,Master,5286,Single,3,1987,0,0,0,0,0,0.000350454,1,0,0,0,0,0,col,0,1537,41020,0,7,1,36,54,7,112,2,1,4,3,68,0,0
Lapsed,okay,Canada,19-10-2012,Master,821,Single,2,1992,0,0,0,0,0,0.000793341,1,0,0,0,0,0,col,0,1043,92859,0,52,61,20,921,61,962,4,1,12,5,46,0,0
Semi  Active,okay,Canada,23-11-2012,Master,217,Single,4,1956,0,0,0,0,0,0.000554106,1,0,0,0,0,0,col,0,1770,64857,0,210,14,43,717,0,556,5,1,10,7,78,0,0
Semi  Active,okay,Germany,10-04-2013,Master,6262,Single,2,1962,0,0,0,0,0,0.000616986,1,0,0,0,0,0,col,0,2099,72217,0,55,42,154,450,56,816,10,1,8,3,93,0,0
Semi  Active,okay,India,21-08-2012,Master,9817,Single,8,1970,0,0,0,0,0,0.000382766,1,0,0,0,0,0,col,0,1615,44802,0,13,10,20,143,10,853,4,2,12,9,71,0,0
Semi  Active,okay,Spain,19-08-2013,Master,7930,Single,6,1969,0,0,0,0,0,0.000229624,1,0,0,0,0,0,col,0,1676,26877,0,20,13,40,76,18,101,1,2,6,3,74,0,0
Semi  Active,okay,Spain,23-11-2012,Master,8427,Single,4,1956,0,0,0,0,0,0.000554106,1,0,0,0,0,0,col,0,1769,64857,0,210,14,43,717,0,556,5,1,10,7,78,0,0
Semi  Active,okay,Spain,10-11-2013,Master,4501,Single,1,1965,0,0,0,0,0,0.000597037,1,0,0,0,0,0,col,0,2119,69882,0,132,127,165,635,127,292,7,1,9,3,94,0,0
Lapsed,okay,Spain,14-04-2013,Master,203,Single,2,1975,0,0,0,0,0,0.000693467,1,0,0,0,0,0,col,0,1058,81169,0,80,20,27,613,61,1288,7,1,9,5,47,0,0
Semi  Active,okay,Australia,11-05-2013,Master,3033,Together,3,1963,0,0,0,0,0,0.000329950,1,0,0,0,0,0,col,0,1289,38620,0,34,17,89,44,22,112,5,1,3,2,56,0,0
Lapsed,okay,Canada,10-01-2014,Master,10652,Together,2,1957,0,0,0,0,0,0.000559488,1,0,0,0,0,0,col,0,1069,65487,0,199,67,163,500,0,240,5,3,6,3,48,0,0
Lapsed,okay,Canada,15-01-2013,Master,6543,Together,2,1945,0,0,0,0,0,0.000536933,1,0,0,0,0,0,col,0,1009,62847,0,80,168,61,706,76,521,6,1,4,3,45,0,0
Semi  Active,okay,Canada,22-06-2014,Master,2939,Together,2,1970,0,0,0,0,0,0.000678516,1,0,0,0,0,0,col,0,2157,79419,0,20,127,31,687,15,751,6,1,4,4,96,0,0
Semi  Active,okay,Germany,23-11-2013,Master,5798,Together,1,1973,0,0,0,0,0,0.000452105,1,0,0,0,0,0,col,0,1967,52918,0,98,37,18,359,28,445,4,1,8,2,87,0,0
Semi  Active,okay,Germany,11-05-2013,Master,4119,Together,3,1963,0,0,0,0,0,0.000329950,1,0,0,0,0,0,col,0,1290,38620,0,34,17,89,44,22,112,5,1,3,2,56,0,0
Semi  Active,okay,Saudi Arabia,31-08-2012,Master,5871,Together,8,1979,0,0,0,0,0,0.000208470,1,0,0,0,0,0,col,0,2220,24401,0,10,28,115,217,24,73,1,3,6,6,98,0,0
Semi  Active,okay,Saudi Arabia,26-12-2013,Master,10505,Together,2,1960,0,0,0,0,0,0.000624641,1,0,0,0,0,0,col,0,1941,73113,0,50,19,28,154,9,741,4,1,7,3,86,0,0
Semi  Active,okay,Saudi Arabia,14-10-2012,Master,9209,Together,2,1971,0,0,0,0,0,0.000688375,1,0,0,0,0,0,col,0,1931,80573,0,60,138,15,430,92,829,6,1,13,4,85,0,0
Semi  Active,okay,Saudi Arabia,11-12-2013,Master,9952,Together,1,1947,0,0,0,0,0,0.000667188,1,0,0,0,0,0,col,0,1199,78093,0,13,32,10,639,43,368,7,1,5,4,53,0,0
Semi  Active,okay,Spain,01-01-2013,Master,8162,Together,6,1956,0,0,0,0,0,0.000125256,1,0,0,0,0,0,col,0,1999,14661,0,6,1,2,11,2,4,0,1,3,1,88,0,0
Semi  Active,okay,Spain,04-07-2013,Master,5316,Together,7,1976,0,0,0,0,0,0.000179619,1,0,0,0,0,0,col,0,2013,21024,0,6,4,18,18,2,36,0,1,4,2,89,0,0
Semi  Active,okay,Spain,31-08-2013,Master,3170,Together,2,1957,0,0,0,0,0,0.000582222,1,0,0,0,0,0,col,0,1945,68148,0,37,66,85,408,57,389,4,1,6,4,86,0,0
Semi  Active,okay,Spain,17-08-2013,Master,2995,Together,1,1957,0,0,0,0,0,0.000569305,1,0,0,0,0,0,col,0,1446,66636,0,84,10,0,689,10,291,4,1,9,3,64,0,0
Semi  Active,okay,Spain,14-10-2012,Master,6417,Together,2,1971,0,0,0,0,0,0.000688375,1,0,0,0,0,0,col,0,1932,80573,0,60,138,15,430,92,829,6,1,13,4,85,0,0
Semi  Active,okay,Spain,10-10-2012,Master,9286,Together,3,1960,0,0,0,0,0,0.000710401,1,0,0,0,0,0,col,0,2109,83151,0,120,28,18,100,74,407,9,1,4,5,93,0,0
Semi  Active,okay,Spain,18-07-2013,Master,4587,Widow,3,1944,0,0,0,0,0,0.000384509,1,0,0,0,0,0,col,0,2028,45006,0,16,25,10,53,0,162,1,1,7,3,90,0,0
Semi  Active,okay,Australia,07-12-2012,PhD,10479,Married,1,1975,0,0,0,0,0,0.000654586,1,0,0,0,0,0,col,0,1459,76618,0,121,40,147,294,160,749,2,1,5,3,64,0,0
Semi  Active,okay,Canada,29-08-2013,PhD,11181,Married,0,1949,0,0,0,0,0,0.001340680,1,0,0,0,0,0,col,0,1925,156924,0,1,1,1,2,1,2,0,0,0,0,85,0,0
Semi  Active,okay,Canada,17-05-2013,PhD,9370,Married,4,1945,0,0,0,0,0,0.000562555,1,0,0,0,0,0,col,0,1541,65846,0,80,81,81,276,40,562,3,1,6,6,68,0,0
Semi  Active,okay,Germany,12-12-2013,PhD,1915,Married,3,1951,0,0,0,0,0,0.000674415,1,0,0,0,0,0,col,0,1307,78939,0,150,115,205,243,0,794,5,1,6,8,57,0,0
Semi  Active,okay,Saudi Arabia,08-08-2012,PhD,460,Married,2,1972,0,0,0,0,0,0.000682882,1,0,0,0,0,0,col,0,1641,79930,0,67,86,17,740,51,792,5,1,8,3,72,0,0
Semi  Active,okay,Saudi Arabia,31-08-2012,PhD,8867,Married,3,1988,0,0,0,0,0,0.000577079,1,0,0,0,0,0,col,0,2036,67546,0,150,134,172,768,38,864,10,1,5,4,90,0,0
Semi  Active,okay,Spain,18-04-2013,PhD,455,Married,6,1946,0,0,0,0,0,0.000435821,1,0,0,0,0,0,col,0,1948,51012,0,2,9,24,63,9,102,1,1,4,4,86,0,0
Semi  Active,okay,Spain,18-04-2013,PhD,7592,Married,6,1946,0,0,0,0,0,0.000435821,1,0,0,0,0,0,col,0,1949,51012,0,2,9,24,63,9,102,1,1,4,4,86,0,0
